Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Country,ISO,Region,Continent,Dis Mag Scale,Start Year,Start Month,End Year,End Month,CPI
1971-0132-HND,1971,132,Natural,Meteorological,Storm,Honduras,HND,Central America,Americas,Kph,1971,9.0,1971,9.0,13.8359835495998
1972-0014-ARG,1972,14,Natural,Meteorological,Extreme temperature,Argentina,ARG,South America,Americas,Â°C,1972,1.0,1972,1.0,14.2887340027309
1972-0018-COL,1972,18,Natural,Hydrological,Landslide,Colombia,COL,South America,Americas,,1972,1.0,1972,1.0,14.2887340027309
1972-9077-HND,1972,9077,Natural,Climatological,Drought,Honduras,HND,Central America,Americas,Km2,1972,,1973,,14.2887340027309
1972-0033-HTI,1972,33,Natural,Hydrological,Flood,Haiti,HTI,Caribbean,Americas,Km2,1972,5.0,1972,5.0,14.2887340027309
1973-0002-ARG,1973,2,Natural,Meteorological,Storm,Argentina,ARG,South America,Americas,Kph,1973,1.0,1973,1.0,15.1714528217231
1973-0019-BRA,1973,19,Natural,Hydrological,Flood,Brazil,BRA,South America,Americas,Km2,1973,3.0,1973,3.0,15.1714528217231
1973-0043-COL,1973,43,Natural,Hydrological,Flood,Colombia,COL,South America,Americas,Km2,1973,10.0,1973,10.0,15.1714528217231
1973-0029-COL,1973,29,Natural,Hydrological,Landslide,Colombia,COL,South America,Americas,,1973,6.0,1973,6.0,15.1714528217231
1973-0030-COL,1973,30,Natural,Hydrological,Landslide,Colombia,COL,South America,Americas,,1973,6.0,1973,6.0,15.1714528217231
1973-0024-CRI,1973,24,Natural,Geophysical,Earthquake,Costa Rica,CRI,Central America,Americas,Richter,1973,4.0,1973,4.0,15.1714528217231
1973-9004-CRI,1973,9004,Natural,Climatological,Drought,Costa Rica,CRI,Central America,Americas,Km2,1973,,1973,,15.1714528217231
1973-0126-ECU,1973,126,Natural,Hydrological,Landslide,Ecuador,ECU,South America,Americas,,1973,4.0,1973,4.0,15.1714528217231
1973-0111-ECU,1973,111,Natural,Hydrological,Flood,Ecuador,ECU,South America,Americas,Km2,1973,2.0,1973,2.0,15.1714528217231
1973-0027-GTM,1973,27,Natural,Hydrological,Flood,Guatemala,GTM,Central America,Americas,Km2,1973,6.0,1973,6.0,15.1714528217231
1973-0039-HND,1973,39,Natural,Hydrological,Landslide,Honduras,HND,Central America,Americas,,1973,9.0,1973,9.0,15.1714528217231
1974-0011-ARG,1974,11,Natural,Meteorological,Storm,Argentina,ARG,South America,Americas,Kph,1974,2.0,1974,2.0,16.8486291063234
1974-0046-BLZ,1974,46,Natural,Meteorological,Storm,Belize,BLZ,Central America,Americas,Kph,1974,9.0,1974,9.0,16.8486291063234
1974-0010-BOL,1974,10,Natural,Hydrological,Flood,Bolivia (Plurinational State of),BOL,South America,Americas,Km2,1974,2.0,1974,2.0,16.8486291063234
1974-0024-BRA,1974,24,Natural,Hydrological,Landslide,Brazil,BRA,South America,Americas,,1974,5.0,1974,5.0,16.8486291063234
1974-0053-BRA,1974,53,Natural,Hydrological,Landslide,Brazil,BRA,South America,Americas,,1974,10.0,1974,10.0,16.8486291063234
1974-0127-BRA,1974,127,Natural,Biological,Epidemic,Brazil,BRA,South America,Americas,Vaccinated,1974,1.0,1974,1.0,16.8486291063234
1974-0015-BRA,1974,15,Natural,Hydrological,Flood,Brazil,BRA,South America,Americas,Km2,1974,3.0,1974,3.0,16.8486291063234
1974-0133-CAN,1974,133,Natural,Hydrological,Flood,Canada,CAN,Northern America,Americas,Km2,1974,4.0,1974,4.0,16.8486291063234
1974-0027-CHL,1974,27,Natural,Hydrological,Flood,Chile,CHL,South America,Americas,Km2,1974,6.0,1974,6.0,16.8486291063234
1974-0031-COL,1974,31,Natural,Hydrological,Landslide,Colombia,COL,South America,Americas,,1974,6.0,1974,6.0,16.8486291063234
1974-0048-COL,1974,48,Natural,Hydrological,Landslide,Colombia,COL,South America,Americas,,1974,9.0,1974,9.0,16.8486291063234
1974-0047-HND,1974,47,Natural,Meteorological,Storm,Honduras,HND,Central America,Americas,Kph,1974,9.0,1974,9.0,16.8486291063234
1974-9055-HTI,1974,9055,Natural,Climatological,Drought,Haiti,HTI,Caribbean,Americas,Km2,1974,11.0,1974,,16.8486291063234
1975-0023-ARG,1975,23,Natural,Meteorological,Storm,Argentina,ARG,South America,Americas,Kph,1975,3.0,1975,3.0,18.3891290650193
1975-0039-BRA,1975,39,Natural,Meteorological,Extreme temperature,Brazil,BRA,South America,Americas,Â°C,1975,7.0,1975,7.0,18.3891290650193
1975-0145-BRA,1975,145,Natural,Meteorological,Extreme temperature,Brazil,BRA,South America,Americas,Â°C,1975,12.0,1975,12.0,18.3891290650193
1975-0068-BRA,1975,68,Natural,Biological,Epidemic,Brazil,BRA,South America,Americas,Vaccinated,1975,7.0,1975,7.0,18.3891290650193
1975-0042-BRA,1975,42,Natural,Hydrological,Flood,Brazil,BRA,South America,Americas,Km2,1975,7.0,1975,7.0,18.3891290650193
1975-0020-CAN,1975,20,Natural,Meteorological,Storm,Canada,CAN,Northern America,Americas,Kph,1975,3.0,1975,3.0,18.3891290650193
1975-0122-CAN,1975,122,Natural,Meteorological,Storm,Canada,CAN,Northern America,Americas,Kph,1975,7.0,1975,7.0,18.3891290650193
1975-0032-CRI,1975,32,Natural,Geophysical,Volcanic activity,Costa Rica,CRI,Central America,Americas,,1975,6.0,1975,6.0,18.3891290650193
1975-0041-ECU,1975,41,Natural,Geophysical,Volcanic activity,Ecuador,ECU,South America,Americas,,1975,7.0,1975,7.0,18.3891290650193
1975-0147-ECU,1975,147,Natural,Geophysical,Volcanic activity,Ecuador,ECU,South America,Americas,,1975,12.0,1975,12.0,18.3891290650193
1975-0124-GRD,1975,124,Natural,Hydrological,Flood,Grenada,GRD,Caribbean,Americas,Km2,1975,11.0,1975,11.0,18.3891290650193
1976-0036-COL,1976,36,Natural,Hydrological,Landslide,Colombia,COL,South America,Americas,,1976,5.0,1976,5.0,19.4455440893725
1976-0187-COL,1976,187,Natural,Hydrological,Flood,Colombia,COL,South America,Americas,Km2,1976,10.0,1976,10.0,19.4455440893725
1976-0070-CRI,1976,70,Natural,Geophysical,Volcanic activity,Costa Rica,CRI,Central America,Americas,,1976,10.0,1976,10.0,19.4455440893725
1976-0030-CRI,1976,30,Natural,Climatological,Wildfire,Costa Rica,CRI,Central America,Americas,Km2,1976,4.0,1976,4.0,19.4455440893725
1976-0026-CUB,1976,26,Natural,Geophysical,Earthquake,Cuba,CUB,Caribbean,Americas,Richter,1976,2.0,1976,2.0,19.4455440893725
1976-0033-ECU,1976,33,Natural,Geophysical,Earthquake,Ecuador,ECU,South America,Americas,Richter,1976,4.0,1976,4.0,19.4455440893725
1976-0068-ECU,1976,68,Natural,Geophysical,Earthquake,Ecuador,ECU,South America,Americas,Richter,1976,10.0,1976,10.0,19.4455440893725
1976-0077-ECU,1976,77,Natural,Geophysical,Volcanic activity,Ecuador,ECU,South America,Americas,,1976,12.0,1976,12.0,19.4455440893725
1976-0025-ECU,1976,25,Natural,Hydrological,Landslide,Ecuador,ECU,South America,Americas,,1976,2.0,1976,2.0,19.4455440893725
1976-0058-GLP,1976,58,Natural,Geophysical,Volcanic activity,Guadeloupe,GLP,Caribbean,Americas,,1976,8.0,1976,8.0,19.4455440893725
1976-0024-GTM,1976,24,Natural,Geophysical,Earthquake,Guatemala,GTM,Central America,Americas,Richter,1976,2.0,1976,2.0,19.4455440893725
1976-0152-HND,1976,152,Natural,Hydrological,Flood,Honduras,HND,Central America,Americas,Km2,1976,11.0,1976,11.0,19.4455440893725
1977-9002-HTI,1977,9002,Natural,Climatological,Drought,Haiti,HTI,Caribbean,Americas,Km2,1977,5.0,1977,,20.7098324994209
1977-0137-ARG,1977,137,Natural,Geophysical,Earthquake,Argentina,ARG,South America,Americas,Richter,1977,11.0,1977,11.0,20.7098324994209
1977-0146-ARG,1977,146,Natural,Hydrological,Flood,Argentina,ARG,South America,Americas,Km2,1977,1.0,1977,1.0,20.7098324994209
1977-9005-BOL,1977,9005,Natural,Climatological,Drought,Bolivia (Plurinational State of),BOL,South America,Americas,Km2,1977,,1977,,20.7098324994209
1977-0036-BOL,1977,36,Natural,Hydrological,Flood,Bolivia (Plurinational State of),BOL,South America,Americas,Km2,1977,1.0,1977,1.0,20.7098324994209
1977-9006-BRA,1977,9006,Natural,Climatological,Drought,Brazil,BRA,South America,Americas,Km2,1977,,1977,,20.7098324994209
1977-0061-BRA,1977,61,Natural,Hydrological,Flood,Brazil,BRA,South America,Americas,Km2,1977,5.0,1977,5.0,20.7098324994209
1977-0077-BRA,1977,77,Natural,Meteorological,Storm,Brazil,BRA,South America,Americas,Kph,1977,6.0,1977,6.0,20.7098324994209
1977-0105-BRA,1977,105,Natural,Hydrological,Flood,Brazil,BRA,South America,Americas,Km2,1977,8.0,1977,8.0,20.7098324994209
1977-0232-BRA,1977,232,Natural,Hydrological,Flood,Brazil,BRA,South America,Americas,Km2,1977,1.0,1977,1.0,20.7098324994209
1977-9294-CAN,1977,9294,Natural,Climatological,Drought,Canada,CAN,Northern America,Americas,Km2,1977,1.0,1980,,20.7098324994209
1977-0203-CAN,1977,203,Natural,Meteorological,Storm,Canada,CAN,Northern America,Americas,Kph,1977,1.0,1977,1.0,20.7098324994209
1977-0087-CHL,1977,87,Natural,Meteorological,Storm,Chile,CHL,South America,Americas,Kph,1977,7.0,1977,7.0,20.7098324994209
1977-0069-COL,1977,69,Natural,Hydrological,Landslide,Colombia,COL,South America,Americas,,1977,5.0,1977,5.0,20.7098324994209
1977-0073-CUB,1977,73,Natural,Hydrological,Flood,Cuba,CUB,Caribbean,Americas,Km2,1977,6.0,1977,6.0,20.7098324994209
1977-0001-ECU,1977,1,Natural,Biological,Epidemic,Ecuador,ECU,South America,Americas,Vaccinated,1977,1.0,1977,1.0,20.7098324994209
1978-0004-ARG,1978,4,Natural,Hydrological,Flood,Argentina,ARG,South America,Americas,Km2,1978,1.0,1978,1.0,22.2901950366959
1978-0127-ARG,1978,127,Natural,Meteorological,Storm,Argentina,ARG,South America,Americas,Kph,1978,10.0,1978,10.0,22.2901950366959
1978-0117-BLZ,1978,117,Natural,Meteorological,Storm,Belize,BLZ,Central America,Americas,Kph,1978,9.0,1978,9.0,22.2901950366959
1978-0030-BOL,1978,30,Natural,Hydrological,Flood,Bolivia (Plurinational State of),BOL,South America,Americas,Km2,1978,2.0,1978,2.0,22.2901950366959
1978-0006-BRA,1978,6,Natural,Hydrological,Flood,Brazil,BRA,South America,Americas,Km2,1978,1.0,1978,1.0,22.2901950366959
1978-0073-CHL,1978,73,Natural,Hydrological,Flood,Chile,CHL,South America,Americas,Km2,1978,6.0,1978,6.0,22.2901950366959
1978-0034-CUB,1978,34,Natural,Meteorological,Storm,Cuba,CUB,Caribbean,Americas,Kph,1978,2.0,1978,2.0,22.2901950366959
1978-0116-HND,1978,116,Natural,Meteorological,Storm,Honduras,HND,Central America,Americas,Kph,1978,9.0,1978,9.0,22.2901950366959
1923-0015-JAM,1923,15,Natural,Meteorological,Storm,Jamaica,JAM,Caribbean,Americas,Kph,1923,9.0,1923,9.0,5.8349248693479
1925-0001-USA,1925,1,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1925,3.0,1925,3.0,6.0058699338795
1925-0005-USA,1925,5,Natural,Geophysical,Earthquake,United States of America (the),USA,Northern America,Americas,Richter,1925,6.0,1925,6.0,6.0058699338795
1926-0003-USA,1926,3,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1926,,1926,,6.0628516220567
1926-0011-USA,1926,11,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1926,9.0,1926,9.0,6.0628516220567
1927-0010-USA,1927,10,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1927,9.0,1927,9.0,5.9488882457024
1928-0017-KNA,1928,17,Natural,Meteorological,Storm,Saint Kitts and Nevis,KNA,Caribbean,Americas,Kph,1928,9.0,1928,9.0,5.8805102198896
1928-0016-MSR,1928,16,Natural,Meteorological,Storm,Montserrat,MSR,Caribbean,Americas,Kph,1928,9.0,1928,9.0,5.8805102198896
1928-0013-PRI,1928,13,Natural,Meteorological,Storm,Puerto Rico,PRI,Caribbean,Americas,Kph,1928,9.0,1928,9.0,5.8805102198896
1928-0014-USA,1928,14,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1928,9.0,1928,9.0,5.8805102198896
1929-0001-MEX,1929,1,Natural,Climatological,Wildfire,Mexico,MEX,Central America,Americas,Km2,1929,5.0,1929,5.0,5.8805102198896
1931-0001-NIC,1931,1,Natural,Geophysical,Earthquake,Nicaragua,NIC,Central America,Americas,Richter,1931,3.0,1931,3.0,5.2081262993983
1932-0008-JAM,1932,8,Natural,Biological,Epidemic,Jamaica,JAM,Caribbean,Americas,Vaccinated,1932,10.0,1932,10.0,4.6724984305324
1932-0005-PRI,1932,5,Natural,Meteorological,Storm,Puerto Rico,PRI,Caribbean,Americas,Kph,1932,9.0,1932,9.0,4.6724984305324
1932-0014-USA,1932,14,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1932,3.0,1932,3.0,4.6724984305324
1932-0002-USA,1932,2,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1932,,1932,,4.6724984305324
1933-0007-USA,1933,7,Natural,Geophysical,Earthquake,United States of America (the),USA,Northern America,Americas,Richter,1933,3.0,1933,3.0,4.4331753401881
1933-0002-JAM,1933,2,Natural,Hydrological,Flood,Jamaica,JAM,Caribbean,Americas,Km2,1933,,1933,,4.4331753401881
1933-0009-JAM,1933,9,Natural,Meteorological,Storm,Jamaica,JAM,Caribbean,Americas,Kph,1933,10.0,1933,10.0,4.4331753401881
1933-0008-TTO,1933,8,Natural,Meteorological,Storm,Trinidad and Tobago,TTO,Caribbean,Americas,Kph,1933,6.0,1933,6.0,4.4331753401881
1933-0004-USA,1933,4,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1933,,1933,,4.4331753401881
1934-0007-SLV,1934,7,Natural,Meteorological,Storm,El Salvador,SLV,Central America,Americas,Kph,1934,6.0,1934,6.0,4.581327729449
1935-0010-JAM,1935,10,Natural,Meteorological,Storm,Jamaica,JAM,Caribbean,Americas,Kph,1935,10.0,1935,10.0,4.6952911058033
1935-0007-USA,1935,7,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1935,9.0,1935,9.0,4.6952911058033
1936-0003-USA,1936,3,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1936,4.0,1936,4.0,4.7522727939805
1936-0005-USA,1936,5,Natural,Meteorological,Extreme temperature,United States of America (the),USA,Northern America,Americas,Â°C,1936,7.0,1936,7.0,4.7522727939805
1937-0010-JAM,1937,10,Natural,Geophysical,Mass movement (dry),Jamaica,JAM,Caribbean,Americas,,1937,11.0,1937,11.0,4.9232178585123
1937-0008-JAM,1937,8,Natural,Hydrological,Flood,Jamaica,JAM,Caribbean,Americas,Km2,1937,11.0,1937,11.0,4.9232178585123
1938-0001-USA,1938,1,Natural,Hydrological,Landslide,United States of America (the),USA,Northern America,Americas,,1938,3.0,1938,3.0,4.8206508197932
1938-0004-USA,1938,4,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1938,9.0,1938,9.0,4.8206508197932
1940-0009-PER,1940,9,Natural,Geophysical,Earthquake,Peru,PER,South America,Americas,Richter,1940,5.0,1940,5.0,4.7978581445223
1940-0012-JAM,1940,12,Natural,Hydrological,Flood,Jamaica,JAM,Caribbean,Americas,Km2,1940,11.0,1940,11.0,4.7978581445223
1940-0008-USA,1940,8,Natural,Geophysical,Earthquake,United States of America (the),USA,Northern America,Americas,Richter,1940,5.0,1940,5.0,4.7978581445223
1940-0005-USA,1940,5,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1940,,1940,,4.7978581445223
1941-0004-PER,1941,4,Natural,Hydrological,Landslide,Peru,PER,South America,Americas,,1941,12.0,1941,12.0,5.0371812348667
1943-0008-MEX,1943,8,Natural,Geophysical,Volcanic activity,Mexico,MEX,Central America,Americas,,1943,2.0,1943,2.0,5.9260955704314
1943-0007-PER,1943,7,Natural,Geophysical,Earthquake,Peru,PER,South America,Americas,Richter,1943,1.0,1943,1.0,5.9260955704314
1944-0008-JAM,1944,8,Natural,Meteorological,Storm,Jamaica,JAM,Caribbean,Americas,Kph,1944,8.0,1944,8.0,6.0286626091504
1944-0009-USA,1944,9,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1944,9.0,1944,9.0,6.0286626091504
1944-0013-USA,1944,13,Natural,Climatological,Wildfire,United States of America (the),USA,Northern America,Americas,Km2,1944,10.0,1944,10.0,6.0286626091504
1946-0010-USA,1946,10,Natural,Geophysical,Earthquake,United States of America (the),USA,Northern America,Americas,Richter,1946,4.0,1946,4.0,6.6782538543708
1946-0014-PER,1946,14,Natural,Geophysical,Earthquake,Peru,PER,South America,Americas,Richter,1946,11.0,1946,11.0,6.6782538543708
1947-0013-PER,1947,13,Natural,Geophysical,Earthquake,Peru,PER,South America,Americas,Richter,1947,11.0,1947,11.0,7.6469425533836
1947-0008-USA,1947,8,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1947,9.0,1947,9.0,7.6469425533836
1947-0010-USA,1947,10,Natural,Climatological,Wildfire,United States of America (the),USA,Northern America,Americas,Km2,1947,10.0,1947,10.0,7.6469425533836
1949-0003-MEX,1949,3,Natural,Geophysical,Volcanic activity,Mexico,MEX,Central America,Americas,,1949,,1949,,8.1483814093431
1949-0006-USA,1949,6,Natural,Geophysical,Earthquake,United States of America (the),USA,Northern America,Americas,Richter,1949,4.0,1949,4.0,8.1483814093431
1950-0005-PER,1950,5,Natural,Geophysical,Earthquake,Peru,PER,South America,Americas,Richter,1950,5.0,1950,5.0,8.2395521104268
1950-0032-PER,1950,32,Natural,Hydrological,Landslide,Peru,PER,South America,Americas,,1950,10.0,1950,10.0,8.2395521104268
1951-0038-NIC,1951,38,Natural,Geophysical,Earthquake,Nicaragua,NIC,Central America,Americas,Richter,1951,8.0,1951,8.0,8.8891433556471
1951-0016-JAM,1951,16,Natural,Meteorological,Storm,Jamaica,JAM,Caribbean,Americas,Kph,1951,8.0,1951,8.0,8.8891433556471
1951-0017-MEX,1951,17,Natural,Meteorological,Storm,Mexico,MEX,Central America,Americas,Kph,1951,8.0,1951,8.0,8.8891433556471
1951-0012-SLV,1951,12,Natural,Geophysical,Earthquake,El Salvador,SLV,Central America,Americas,Richter,1951,5.0,1951,5.0,8.8891433556471
1951-0003-USA,1951,3,Natural,Meteorological,Extreme temperature,United States of America (the),USA,Northern America,Americas,Â°C,1951,1.0,1951,1.0,8.8891433556471
1951-0037-USA,1951,37,Natural,Meteorological,Extreme temperature,United States of America (the),USA,Northern America,Americas,Â°C,1951,8.0,1951,8.0,8.8891433556471
1952-0024-MEX,1952,24,Natural,Hydrological,Flood,Mexico,MEX,Central America,Americas,Km2,1952,8.0,1952,8.0,9.0942774330851
1952-0027-MEX,1952,27,Natural,Hydrological,Flood,Mexico,MEX,Central America,Americas,Km2,1952,10.0,1952,10.0,9.0942774330851
1952-0004-USA,1952,4,Natural,Geophysical,Earthquake,United States of America (the),USA,Northern America,Americas,Richter,1952,7.0,1952,7.0,9.0942774330851
1952-0006-USA,1952,6,Natural,Geophysical,Earthquake,United States of America (the),USA,Northern America,Americas,Richter,1952,8.0,1952,8.0,9.0942774330851
1952-0036-USA,1952,36,Natural,Geophysical,Earthquake,United States of America (the),USA,Northern America,Americas,Richter,1952,11.0,1952,11.0,9.0942774330851
1953-0022-PER,1953,22,Natural,Geophysical,Earthquake,Peru,PER,South America,Americas,Richter,1953,12.0,1953,12.0,9.1626554588977
1953-0014-USA,1953,14,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1953,6.0,1953,6.0,9.1626554588977
1954-0023-MEX,1954,23,Natural,Hydrological,Landslide,Mexico,MEX,Central America,Americas,,1954,10.0,1954,10.0,9.196844471804
1954-0015-USA,1954,15,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1954,8.0,1954,8.0,9.196844471804
1954-0021-USA,1954,21,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1954,10.0,1954,10.0,9.196844471804
1954-0053-USA,1954,53,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1954,9.0,1954,9.0,9.196844471804
1955-0004-KNA,1955,4,Natural,Meteorological,Storm,Saint Kitts and Nevis,KNA,Caribbean,Americas,Kph,1955,1.0,1955,1.0,9.1490044073985
1955-0009-MEX,1955,9,Natural,Meteorological,Storm,Mexico,MEX,Central America,Americas,Kph,1955,9.0,1955,9.0,9.1490044073985
1955-0016-MEX,1955,16,Natural,Meteorological,Storm,Mexico,MEX,Central America,Americas,Kph,1955,9.0,1955,9.0,9.1490044073985
1955-0003-USA,1955,3,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1955,,1955,,9.1490044073985
1955-0008-USA,1955,8,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1955,8.0,1955,8.0,9.1490044073985
1955-0046-USA,1955,46,Natural,Meteorological,Extreme temperature,United States of America (the),USA,Northern America,Americas,Â°C,1955,8.0,1955,9.0,9.1490044073985
1956-0017-USA,1956,17,Natural,Climatological,Wildfire,United States of America (the),USA,Northern America,Americas,Km2,1956,11.0,1956,11.0,9.2885315312835
1957-0009-MEX,1957,9,Natural,Geophysical,Earthquake,Mexico,MEX,Central America,Americas,Richter,1957,7.0,1957,7.0,9.5989040625491
1957-0006-USA,1957,6,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1957,6.0,1957,6.0,9.5989040625491
1958-0006-PER,1958,6,Natural,Geophysical,Earthquake,Peru,PER,South America,Americas,Richter,1958,1.0,1958,1.0,9.86087781901
1958-0002-USA,1958,2,Natural,Meteorological,Extreme temperature,United States of America (the),USA,Northern America,Americas,Â°C,1958,,1958,,9.86087781901
1959-0010-USA,1959,10,Natural,Geophysical,Earthquake,United States of America (the),USA,Northern America,Americas,Richter,1959,8.0,1959,8.0,9.9605423643158
1959-0044-MEX,1959,44,Natural,Geophysical,Earthquake,Mexico,MEX,Central America,Americas,Richter,1959,8.0,1959,8.0,9.9605423643158
